Brand,Model,Preis,Jahr,Kilometer,PS,Getriebe
BMW,M5 xDrive Drivelogic,61950.00,07.2019,74000,600,Automatikgetriebe
BMW,i3s (120Ah),27900.00,06.2021,15500,184,Automatikgetriebe
BMW,M440i xDrive 48V Coupé Steptronic,49900.00,12.2021,13000,374,Automatikgetriebe
BMW,X6 xDrive 40d M Sport Steptronic,22999.00,06.2015,180000,313,Automatikgetriebe
BMW,320d xDrive 48V Touring,,05.2023,42500,190,Automatikgetriebe
BMW,X5 xDrive 45e M Sport,69900.00,09.2022,36300,286,Automatikgetriebe
BMW,320d xDrive Touring,27890.00,05.2021,78222,201,Automatikgetriebe
BMW,X4 20d xDrive CH FAHRZEUG,45900.00,11.2022,92000,201,Automatikgetriebe
BMW,135i Coupé,18888.00,05.2012,66000,306,Automatikgetriebe
BMW,X1 xDrive 25e M Sport,43900.00,02.2023,56000,136,Automatikgetriebe
BMW,iX xDrive60 M Sport Pro,129000.00,05.2025,900,544,Automatikgetriebe
BMW,330d xDrive 48V Touring Steptronic M Sport,49900.00,12.2023,34000,285,Automatikgetriebe
BMW,520d xDrive 48V Touring Pure M Sport Edition,49900.00,01.2024,25900,190,Automatikgetriebe
BMW,X1 xDrive 20d xLine Steptronic,22500.00,12.2017,100000,190,Automatikgetriebe
BMW,X1 xDrive 20i Steptronic,29900.00,12.2020,63700,192,Automatikgetriebe
BMW,X5 xDrive45e,52900.00,03.2020,72000,286,Automatikgetriebe
BMW,Z4 35is sDrive DK Roadster,32900.00,05.2010,82500,340,Automatikgetriebe
BMW,X5 xDrive 48V 30d M Sport Steptronic,76900.00,01.2024,25900,286,Automatikgetriebe
BMW,X3 xDrive 20i M Sport,,07.2017,106000,184,Automatikgetriebe
BMW,M3 Touring xDrive Competition M,82890.00,04.2024,18900,510,Automatikgetriebe
BMW,216d Gran Tourer Essen.Ed,21700.00,05.2021,62500,116,Automatikgetriebe
BMW,X4 xDrive M40d Steptronic,32500.00,09.2018,167500,326,Automatikgetriebe
BMW,318d Touring Edition M Sport Steptronic,17900.00,09.2018,120000,150,Automatikgetriebe
BMW,225xe AT M Sport,,07.2021,10400,125,Automatikgetriebe
BMW,X5 xDrive 25d M Sport Steptronic 7 places,29990.00,11.2017,74200,231,Automatikgetriebe
BMW,X1 xDrive 30e,54900.00,07.2023,34000,326,Automatikgetriebe
BMW,Z4 sDrive35is DKG,37900.00,03.2017,28500,340,Automatikgetriebe
BMW,120d xDrive Steptronic Sport Line,33900.00,07.2023,52500,190,Automatikgetriebe
BMW,X3 xDrive 20 48V M Sport Pro,77900.00,Neues Fahrzeug,10,208,Automatikgetriebe
BMW,i4 M50,63950.00,05.2024,12000,544,Automatikgetriebe
BMW,120d xDrive M Sport,34800.00,05.2024,29500,190,Automatikgetriebe
BMW,iX1 eDrive 20 M Sport,52900.00,04.2025,1000,204,Automatikgetriebe
BMW,iX xDrive40,41900.00,12.2021,35000,326,Automatikgetriebe
BMW,M2 Competition Drivelogic,48900.00,02.2020,65500,410,Automatikgetriebe
BMW,X5M Competition,177800.00,Neues Fahrzeug,10,625,Automatikgetriebe
BMW,X3 xDrive 20d Individual Steptronic,,07.2019,91000,190,Automatikgetriebe
BMW,M4 Cabriolet Competition DKG,42900.00,03.2017,131300,450,Automatikgetriebe
BMW,520i Touring M-Sport,,06.2023,17100,194,Automatikgetriebe
BMW,535i Touring SAG,,07.2011,139100,306,Automatikgetriebe
BMW,520d xDrive Touring M-Sport,42990.00,03.2022,53350,201,Automatikgetriebe
BMW,X3 xDrive M Competition Steptronic,29999.00,11.2019,253000,510,Automatikgetriebe
BMW,2002 L **SELTENE L-AUSFÜHRUNG**TOPZUSTAND**ORGINALZUSTAND**VETERANENZULASSUNG**,33000.00,08.1974,117000,100,Schaltgetriebe
BMW,120d xDrive,10550.00,03.2014,170500,184,Schaltgetriebe
BMW,M4 Cabriolet Drivelogic M Competition,63500.00,12.2018,56000,450,Automatikgetriebe
BMW,M135i xDrive M Sport Pro Steptronic,47900.00,03.2024,16200,306,Automatikgetriebe
BMW,120d xDrive M Sport,34800.00,05.2024,27800,190,Automatikgetriebe
BMW,X5 45e xDrive,57900.00,06.2021,56000,394,Automatikgetriebe
BMW,iX1 30 xDrive MSport **CH Fahrzeug**,32800.00,12.2022,80900,272,Automatikgetriebe
BMW,330e xDrive Pure M Sport,39900.00,11.2020,48200,183,Automatikgetriebe
BMW,320 i Cabriolet,9999.00,04.1998,211500,150,Schaltgetriebe
BMW,X3 xDrive M40i,46900.00,11.2019,54900,360,Automatikgetriebe
BMW,340i xDrive M Sport Steptronic,31998.00,08.2015,128000,326,Automatikgetriebe
BMW,iX xDrive40,46900.00,10.2022,36000,327,Automatikgetriebe
BMW,X1 xDrive 20d 48V M Sport,49900.00,04.2024,13500,149,Automatikgetriebe
BMW,X6 M50d,58900.00,10.2020,106700,400,Automatikgetriebe
BMW,M6,39900.00,01.2007,80650,507,Automatikgetriebe
BMW,X4 M40i,39900.00,10.2017,69000,360,Automatikgetriebe
BMW,X1 xDrive 18d Steptronic,29900.00,02.2021,87000,150,Automatikgetriebe
BMW,X1 xDrive 18d Sport Line Steptronic,8500.00,08.2014,197000,143,Automatikgetriebe
BMW,M5 xDrive Competition Drivelogic,73990.00,06.2019,66300,626,Automatikgetriebe
BMW,335i xDrive Coupé Steptronic,17000.00,03.2008,158000,306,Automatikgetriebe
BMW,M3,28000.00,05.1995,235000,286,Schaltgetriebe
BMW,Z3 3.0i Roadster,29900.00,03.2003,66900,231,Schaltgetriebe
BMW,528i Steptronic,,04.2013,171000,245,Automatikgetriebe
BMW,Competition,57000.00,06.2022,8800,625,Automatikgetriebe
BMW,M135i xDrive,35900.00,06.2021,49500,306,Automatikgetriebe
BMW,330e xDrive M Sport,34900.00,12.2020,63800,183,Automatikgetriebe
BMW,740d xDrive M Sport,87800.00,12.2023,29000,299,Automatikgetriebe
BMW,116d Steptronic,16900.00,12.2018,75100,116,Automatikgetriebe
BMW,X3 xDr 48V 20d M Sport,41800.00,03.2021,52700,190,Automatikgetriebe
BMW,330e xDrive Touring,26500.00,12.2021,87700,292,Automatikgetriebe
BMW,420d xDr 48V G. Coupé,44900.00,08.2024,19900,190,Automatikgetriebe
BMW,M2 Coupé,69900.00,08.2023,26100,460,Automatikgetriebe
BMW,X3 30e xDrive SAG,59900.00,09.2023,16900,292,Automatikgetriebe
BMW,330e xDrive Touring M Sport AHK,49900.00,02.2024,10950,292,Automatikgetriebe
BMW,X5 xDrive 40d Steptronic,29999.00,10.2016,128000,313,Automatikgetriebe
BMW,650i Gran Coupé xDrive,29800.00,09.2016,178200,450,Automatikgetriebe
BMW,X4 xDrive 35i xLine Steptronic,31900.00,02.2015,39000,306,Automatikgetriebe
BMW,X3 xDrive 20d M Sport AHK Navi Prof top,17900.00,09.2014,179000,190,Schaltgetriebe
BMW,X5 xDrive M50d Steptronic,62900.00,12.2019,66500,400,Automatikgetriebe
BMW,216d Gran Tourer,14390.00,09.2018,79900,116,Schaltgetriebe
BMW,530d Touring xDrive Luxury Line Steptronic,17900.00,12.2014,145000,258,Automatikgetriebe
BMW,316d Touring Business Steptronic,14500.00,11.2015,114000,116,Automatikgetriebe
BMW,Z3 1.9i Roadster,12000.00,05.1999,41862,140,Schaltgetriebe
BMW,Z4 M Roadster,34850.00,04.2007,149750,343,Schaltgetriebe
BMW,120d xDrive,29900.00,06.2023,31900,190,Automatikgetriebe
BMW,320e xDrive SAG Touring,49900.00,09.2023,13900,204,Automatikgetriebe
BMW,Z3 1.8i Roadster,8500.00,06.1997,97900,118,Schaltgetriebe
BMW,X5 30d xDrive M Sport,69900.00,03.2023,21000,298,Automatikgetriebe
BMW,X5 xDrive 25d Steptronic,34800.00,11.2018,93000,231,Automatikgetriebe
BMW,330d xDrive SAG Touring,56900.00,06.2024,28500,296,Automatikgetriebe
BMW,530d xDrive Touring,49900.00,09.2023,15300,296,Automatikgetriebe
BMW,135i Coupé DSG,23990.00,09.2011,132500,306,Automatikgetriebe
BMW,iX2 30 xDrive,68500.00,02.2025,2000,306,Automatikgetriebe
BMW,330e x DriveTouring Steptronic,32900.00,12.2022,35000,292,Automatikgetriebe
BMW,330,10500.00,12.2000,201000,231,Automatikgetriebe
BMW,340i xDrive Touring M Sport Steptronic,21900.00,03.2017,218000,326,Automatikgetriebe
BMW,218d xDrive Gran Tourer Luxury Line Steptronic,15000.00,10.2016,169000,150,Automatikgetriebe
BMW,328i xDrive Touring Sport Line Steptronic,14999.00,07.2013,145000,245,Automatikgetriebe
BMW,320d xDrive M-Paket 190 hp,18900.00,09.2019,98900,190,Automatikgetriebe
BMW,X4 xDrive 20d xLine Steptronic,21500.00,11.2015,152000,190,Automatikgetriebe
BMW,X3 xDrive 48V 20d Pure M Sport,59800.00,10.2024,6400,190,Automatikgetriebe
BMW,X4M xDrive M Competition Steptronic,92000.00,05.2024,17000,510,Automatikgetriebe
BMW,M4 Cabriolet DKG DÄHLER,46999.00,07.2016,85400,431,Automatikgetriebe
BMW,X1 xDrive 18d xLine,15900.00,02.2017,159975,150,Schaltgetriebe
BMW,X4 M 40i,35900.00,09.2017,72000,360,Automatikgetriebe
BMW,230e xDrive Active Tourer ///MSport,39900.00,11.2022,17000,326,Automatikgetriebe
BMW,430i xDrive Cabrio,63900.00,06.2024,14900,245,Automatikgetriebe
BMW,M440i xDrive Cabrio,54800.00,06.2022,28800,385,Automatikgetriebe
BMW,iX1 30 xDrive,74100.00,Neues Fahrzeug,10,306,Automatikgetriebe
BMW,M135i xDrive,75300.00,Neues Fahrzeug,10,300,Automatikgetriebe
BMW,M235i xDrive Gran Coupé,75700.00,Neues Fahrzeug,10,300,Automatikgetriebe
BMW,530e xDrive Touring M Sport Pro Steptronic,77999.00,09.2024,17000,299,Automatikgetriebe
BMW,i4 eDrive40,52900.00,10.2023,13900,340,Automatikgetriebe
BMW,X1 xDrive 23i 48V M Sport,47900.00,07.2024,25500,218,Automatikgetriebe
BMW,320i Cabriolet Steptronic,,10.2009,83000,170,Automatikgetriebe
BMW,X5 xDrive 40i xLine (3.Sitzreihe),43000.00,06.2019,115000,340,Automatikgetriebe
BMW,116d,5500.00,02.2011,165000,115,Schaltgetriebe
BMW,X3 xDrive 48V M40d M Sport Edition Steptronic,59500.00,06.2022,67500,339,Automatikgetriebe
BMW,320d Touring,5000.00,08.2010,192900,184,Schaltgetriebe
BMW,640d Gran Coupé xDrive,23800.00,03.2014,172000,313,Automatikgetriebe
BMW,M850i xDrive Steptronic,79900.00,12.2019,53000,530,Automatikgetriebe
BMW,325i Cabrio,21900.00,1989,219000,170,Schaltgetriebe
BMW,135i Coupé Steptronic,17900.00,05.2008,80000,306,Automatikgetriebe
BMW,220d xDrive Active Tourer Luxury Line Steptronic,13000.00,12.2014,144000,190,Automatikgetriebe
BMW,X1 sDr 18i Essential DSK,28900.00,04.2021,28200,136,Automatikgetriebe
BMW,X3 20d xDrive M-Sport,54900.00,07.2024,14500,201,Automatikgetriebe
BMW,520d xDrive Touring,63900.00,06.2024,28600,208,Automatikgetriebe
BMW,X3 20d xDrive,82800.00,Neues Fahrzeug,10,197,Automatikgetriebe
BMW,iX xDrive60 M Sport,129999.00,Neues Fahrzeug,21,544,Automatikgetriebe
BMW,i4 M50,49999.00,07.2023,48000,544,Automatikgetriebe
BMW,X1 30e xDrive M Sport,73200.00,Neues Fahrzeug,20,277,Automatikgetriebe
BMW,320d xDrive 48V Touring Steptronic M Sport,49800.00,05.2024,28500,201,Automatikgetriebe
BMW,iX xDrive40,49999.00,06.2022,72000,327,Automatikgetriebe
BMW,M340d xDrive 48V Touring M Sport Pro,77900.00,10.2024,10900,340,Automatikgetriebe
BMW,730d xDrive,22500.00,10.2012,116833,258,Automatikgetriebe
BMW,530e iPerformance Sport Line Steptronic,30000.00,07.2017,152000,251,Automatikgetriebe
BMW,X3 xDrive M Competition Steptronic,90900.00,01.2024,15000,510,Automatikgetriebe
BMW,325i A Cabrio,27900.00,09.1990,89600,170,Automatikgetriebe
BMW,M140i xDrive Steptronic,38500.00,02.2019,64000,340,Automatikgetriebe
BMW,M240i xDrive Steptronic,29900.00,01.2018,85000,340,Automatikgetriebe
BMW,530d Touring Steptronic,8900.00,10.2009,253000,235,Automatikgetriebe
BMW,530i Touring Sport Line Steptronic,24000.00,08.2018,127072,252,Automatikgetriebe
BMW,118i Essential Edition Steptronic,22000.00,09.2021,31500,136,Automatikgetriebe
BMW,iX M60,115000.00,06.2023,16000,598,Automatikgetriebe
BMW,M2,91300.00,Neues Fahrzeug,10,480,Schaltgetriebe
BMW,X5 xD 48V 30d M Sport Pro,119900.00,Neues Fahrzeug,10,286,Automatikgetriebe
BMW,iX1 xDrive 30 M Sport Pro,71400.00,Neues Fahrzeug,10,306,Automatikgetriebe
BMW,X3 xDrive 20i M Sport,49600.00,10.2022,60000,184,Automatikgetriebe
BMW,218d xDrive Gran Tourer,20900.00,01.2022,72600,150,Automatikgetriebe
BMW,X7 M50i /// Dark Shadow Edition,88800.00,10.2021,33000,530,Automatikgetriebe
BMW,218d xDrive Gran Tourer,25900.00,11.2022,46000,150,Automatikgetriebe
BMW,M135i xDrive,38800.00,03.2021,23800,306,Automatikgetriebe
BMW,120d xDrive Sport Line,31900.00,09.2023,30000,190,Automatikgetriebe
BMW,120d xDrive Pure M Sport,37900.00,05.2024,22000,190,Automatikgetriebe
BMW,X3 xDrive 35d M Sport Steptronic,18900.00,01.2016,188999,313,Automatikgetriebe
BMW,120,13900.00,03.2015,168000,190,Automatikgetriebe
BMW,Z4 sDrive35is DKG,28500.00,05.2013,53600,340,Automatikgetriebe
BMW,120d xDrive Steptronic M Sport,25900.00,11.2022,85000,190,Automatikgetriebe
BMW,320d xDrive 48V Touring M Sport Steptronic,29900.00,05.2021,82000,190,Automatikgetriebe
BMW,328i xDrive Touring Luxury Line Steptronic,,06.2013,185000,245,Automatikgetriebe
BMW,i3 (94Ah),11200.00,02.2018,78500,170,Automatikgetriebe
BMW,220i Luxury Line Steptronic,13800.00,03.2015,171000,184,Automatikgetriebe
BMW,325i Touring,,06.2009,180000,218,Schaltgetriebe
BMW,E46,48500.00,03.2003,112000,343,Schaltgetriebe
BMW,X7 M50i,78900.00,02.2020,28980,530,Automatikgetriebe
BMW,335d xDrive SAG Touring,26850.00,03.2016,122000,313,Automatikgetriebe
BMW,340i xDrive Touring M Sport Steptronic,24800.00,05.2016,168000,326,Automatikgetriebe
BMW,223d Active Tourer xDrive DKG,32900.00,03.2023,51000,197,Automatikgetriebe
BMW,M4 Competition Coupé AC Schnitzer *Harman/Kardon* *Komfortzugang* *Head-Up*,72800.00,08.2020,36100,450,Automatikgetriebe
BMW,X5 xDrive 30d Steptronic,29900.00,02.2015,139000,258,Automatikgetriebe
BMW,M3 Competition xDrive Touring,125500.00,Neues Fahrzeug,20,530,Automatikgetriebe
BMW,X3 xDrive M Competition Steptronic,52990.00,04.2021,67400,510,Automatikgetriebe
BMW,X3 xDrive 30i MSport,65900.00,01.2024,15500,256,Automatikgetriebe
BMW,X4 xDrive M40d,76900.00,07.2024,15000,351,Automatikgetriebe
BMW,X5 xDrive45e Steptronic,49500.00,02.2020,99000,394,Automatikgetriebe
BMW,330i Cabriolet,13990.00,04.2008,142200,272,Schaltgetriebe
BMW,Z4 M40i Steptronic,45000.00,03.2019,19929,340,Automatikgetriebe
BMW,X5 xDrive 48V 30d M Sport Steptronic,77400.00,01.2024,35500,286,Automatikgetriebe
BMW,X1 xDrive 20d Steptronic,,10.2017,133000,190,Automatikgetriebe
BMW,740d xDrive,16500.00,02.2012,175000,306,Automatikgetriebe
BMW,X1 xDrive 18d Steptronic,10990.00,05.2012,142500,143,Automatikgetriebe
BMW,Z3 3.0i Roadster,24500.00,04.2001,53000,231,Schaltgetriebe
BMW,530xd Touring M-Packet,29700.00,04.2018,129700,265,Automatikgetriebe
BMW,M2 Competition,45000.00,01.2019,45000,410,Schaltgetriebe
BMW,330e xDrive Pure M Sport,33800.00,11.2020,63500,183,Automatikgetriebe
BMW,128ti,39900.00,04.2021,10700,265,Automatikgetriebe
BMW,M2 Drivelogic,41900.00,09.2016,47000,370,Automatikgetriebe
BMW,X5 30d xDrive SAG,56900.00,01.2022,77800,296,Automatikgetriebe
BMW,X3 xDrive M40d,53900.00,10.2020,31000,326,Automatikgetriebe
BMW,120d SAG,25900.00,12.2020,56100,190,Automatikgetriebe
BMW,128ti,32900.00,04.2021,39000,265,Automatikgetriebe
BMW,520d xDrive Touring Pure MSport,40900.00,12.2022,24000,201,Automatikgetriebe
BMW,X1 xDrive25e Sport Line,32900.00,05.2021,39000,220,Automatikgetriebe
BMW,X3 20d xDrive M Sport,61900.00,04.2024,18000,201,Automatikgetriebe
BMW,X1 xDrive 18d,11900.00,04.2017,157000,150,Schaltgetriebe
BMW,M5 xDrive Competition Drivelogic,80500.00,04.2019,65500,626,Automatikgetriebe
BMW,120d xDrive Edition M Sport Steptronic,18900.00,12.2017,115000,190,Automatikgetriebe
BMW,428i Cabriolet xDrive Steptronic,17500.00,03.2016,186000,245,Automatikgetriebe
BMW,M2 CS,70490.00,02.2021,38000,450,Automatikgetriebe
BMW,M5 Competition Drivelogic,68999.00,07.2016,54000,575,Automatikgetriebe
BMW,118d Coupé,12600.00,01.2013,85000,143,Schaltgetriebe
BMW,323i Limo,19990.00,11.1995,132000,170,Schaltgetriebe
BMW,M140i xDrive Steptronic,21450.00,09.2016,155500,340,Automatikgetriebe
BMW,650i Cabrio,28980.00,04.2015,99900,450,Automatikgetriebe
BMW,530d xDrive 48V Touring,46900.00,09.2023,30000,296,Automatikgetriebe
BMW,X3 20d xDrive M Sport,56900.00,07.2024,28500,201,Automatikgetriebe
BMW,X1 23i xDrive M Sport,49900.00,06.2024,30000,218,Automatikgetriebe
BMW,"X1 xDrive 25d M Sport Steptronic "" Vollausstattung """,39800.00,06.2021,38700,231,Automatikgetriebe
BMW,320d xDr 48V T M SportPro,84300.00,Neues Fahrzeug,11,190,Automatikgetriebe
BMW,X5M Competition,182900.00,Neues Fahrzeug,11,626,Automatikgetriebe
BMW,iX2 xDrive 30 M Sport Pro,72900.00,Neues Fahrzeug,11,313,Automatikgetriebe
BMW,iX2 xDrive 30 M Sport Pro,72500.00,Neues Fahrzeug,11,313,Automatikgetriebe
BMW,iX1 eDrive 20 M Sport,57900.00,Neues Fahrzeug,10,204,Automatikgetriebe
BMW,X5 xDrive 48V M60i M Sport Pro Steptronic,97500.00,08.2024,29500,530,Automatikgetriebe
BMW,335i xDrive Touring Steptronic M Sport,24900.00,06.2013,129800,306,Automatikgetriebe
BMW,X5 xDrive M50d Steptronic,49500.00,12.2018,92000,400,Automatikgetriebe
BMW,X5 xDrive 40d Steptronic,29900.00,05.2016,180000,313,Automatikgetriebe
BMW,225xe iPerformance Active Tourer Steptronic M Sport,,09.2020,57000,224,Automatikgetriebe
BMW,X5 xDrive M50d Steptronic,42899.00,07.2018,125000,381,Automatikgetriebe
BMW,M3 Drivelogic,67999.00,11.2016,67999,450,Automatikgetriebe
BMW,M2 Competition Drivelogic,49800.00,06.2020,61000,410,Automatikgetriebe
BMW,M2 Competition,55900.00,06.2019,24900,410,Schaltgetriebe
BMW,X5 xDrive 48V 30d M Sport Steptronic,51800.00,04.2021,74300,285,Automatikgetriebe
BMW,M550i xDrive,,06.2021,29950,530,Automatikgetriebe
BMW,X3 xDrive M40i Steptronic,40800.00,02.2020,76500,360,Automatikgetriebe
BMW,iX2 xDrive 30 M Sport,58900.00,02.2025,2000,313,Automatikgetriebe
BMW,X5 50e xDrive M Sport PRO ** 152'330 CHF NEUPREIS **,84800.00,11.2023,47500,489,Automatikgetriebe
BMW,X3 20d xDrive ** VOLLAUSSTATTUNG **,62800.00,07.2024,7000,201,Automatikgetriebe
BMW,X1 20d xDrive M Sport ** Anhängerkupplung mit 2'000 kg Anhägelast **,61800.00,01.2025,4000,163,Automatikgetriebe
BMW,M140i xDrive Steptronic,38900.00,07.2017,67400,340,Automatikgetriebe
BMW,420i Cabriolet M Sport Steptronic LCI / Facelift,49900.00,04.2023,26000,184,Automatikgetriebe
BMW,M440i xDrive 48V Gran Coupé Steptronic - Digital Cockpit - Navi - Distanzregler - Kamera - 374 PS,49800.00,03.2022,27500,374,Automatikgetriebe
BMW,M550d xDrive Touring Steptronic FULL,43900.00,02.2019,95000,400,Automatikgetriebe
BMW,X3 xDrive 30e M Sport,36900.00,06.2020,87500,292,Automatikgetriebe
BMW,X3 xDrive 30d Individual Luxury Line Steptronic,38900.00,12.2019,97100,265,Automatikgetriebe
BMW,X4 xDrive 48V 20d M Sport Steptronic,50000.00,01.2023,19219,190,Automatikgetriebe
BMW,X4 xDrive 30i M Sport Steptronic,48900.00,12.2021,52500,245,Automatikgetriebe
BMW,118i,12900.00,04.2016,62000,136,Schaltgetriebe
BMW,120d xDrive Sport Line,,09.2014,126100,184,Schaltgetriebe
BMW,X4 xDrive 20d M Sport Steptronic,,11.2019,66500,190,Automatikgetriebe
BMW,"X3 xDrive M Competition * 22"" Vossen * tiefer *",56800.00,01.2020,69800,510,Automatikgetriebe
BMW,BMW X5 xDrive 40i M Sport,51900.00,01.2019,67000,340,Automatikgetriebe
BMW,325i Cabriolet Steptronic,12900.00,09.2008,155800,218,Automatikgetriebe
BMW,X1 xDrive 18d Sport Line Steptronic,18500.00,05.2018,99700,150,Automatikgetriebe
BMW,M2 Drivelogic *Remus Abgasanlage*,41900.00,05.2018,82800,370,Automatikgetriebe
BMW,220d xDrive GT 7-PLÄTZER Steptronic Luxury Line,25900.00,01.2021,81700,190,Automatikgetriebe
BMW,X1 xDrive 25e M Sport Fleet Edition Steptronic,32900.00,05.2021,50400,220,Automatikgetriebe
BMW,M550d Touring xDrive Steptronic / AHK * Standheizung *,42880.00,05.2017,53500,381,Automatikgetriebe
BMW,X1 sDrive 18d Steptronic,16900.00,08.2020,147000,150,Automatikgetriebe
BMW,X6 xDrive 48V 30d M Sport Pro Steptronic,84900.00,09.2024,18500,285,Automatikgetriebe
BMW,X3 xDrive 48V 20d M Sport,59900.00,09.2024,11100,190,Automatikgetriebe
BMW,X3 20d xDrive paddles,31500.00,08.2019,88000,190,Automatikgetriebe
BMW,i4 M50 M Sport Pro,49900.00,03.2022,39900,544,Automatikgetriebe
BMW,X5 xDrive45e MSport,53900.00,03.2021,62000,394,Automatikgetriebe
BMW,M140i xDrive * AKRAPOVIC Evolution * M Performance Line * Apple Car Play * ohne OPF,29400.00,01.2017,107000,340,Automatikgetriebe
BMW,135i Cabrio DSG,16900.00,07.2012,136575,306,Automatikgetriebe
BMW,320i Cabriolet,11500.00,08.2008,133000,170,Schaltgetriebe
BMW,335i Cabriolet DSG,40000.00,02.2011,16000,306,Automatikgetriebe
BMW,M4 Coupé Competition M xDrive,73999.00,03.2022,52000,510,Automatikgetriebe
BMW,120d xDrive Steptronic Sport Line,22500.00,02.2020,113000,190,Automatikgetriebe
BMW,323i CH,24900.00,08.1986,82000,143,Schaltgetriebe
BMW,530e xDrive Pure M Sport Edition Steptronic,30000.00,06.2020,91636,251,Automatikgetriebe
BMW,M135i xDrive Steptronic,,11.2015,140000,326,Automatikgetriebe
BMW,M240i xDrive Steptronic,29500.00,11.2016,129000,340,Automatikgetriebe
BMW,218d Gran Tourer,7900.00,11.2015,190000,150,Schaltgetriebe
BMW,430i Gran Coupé M Sport,49900.00,09.2024,10300,245,Automatikgetriebe
BMW,X3 30e xDrive,38800.00,07.2021,56700,292,Automatikgetriebe
BMW,M235i Gran Coupé xDrive Steptronic,36800.00,06.2021,54400,306,Automatikgetriebe
BMW,Z4 M40i,85700.00,Neues Fahrzeug,11,340,Automatikgetriebe
BMW,X3 30d xDrive ** 24 Monate GARANTIE **,39800.00,10.2020,76000,265,Automatikgetriebe
BMW,M4 Coupé,59900.00,10.2014,34000,431,Automatikgetriebe
BMW,218d xDrive Gran Tourer Steptronic *CH-FAHRZEUG / ANHÄNGERKUPPLUNG / 7 SITZE / SITZHEIZUNG*,21999.00,10.2022,84500,150,Automatikgetriebe
BMW,X3 M40i,59800.00,12.2021,28000,361,Automatikgetriebe
BMW,320d xDrive Touring Luxury Line Steptronic,16899.00,02.2017,164900,190,Automatikgetriebe
BMW,M240i xDrive Steptronic,28800.00,08.2016,80825,340,Automatikgetriebe
BMW,225i xDrive Active Tourer Steptronic M Sport,26000.00,10.2019,23114,231,Automatikgetriebe
BMW,X3 xDrive 28i Steptronic,25800.00,09.2017,92000,245,Automatikgetriebe
BMW,iX xDrive40,,11.2021,24050,327,Automatikgetriebe
BMW,M140i xDrive Swiss Performance Edition Steptronic,47500.00,03.2019,79000,340,Automatikgetriebe
BMW,M4 Cabriolet Competition DKG,,09.2019,128000,450,Automatikgetriebe
BMW,X2 xDrive M35i,60900.00,03.2024,10000,300,Automatikgetriebe
BMW,M3 Competition,78900.00,03.2021,42900,510,Automatikgetriebe
BMW,X5 xDrive 40d Steptronic,34000.00,06.2015,92000,313,Automatikgetriebe
BMW,M2 Drivelogic *EISENMANN / EVENTURI / LEASING*,42500.00,03.2017,85000,370,Automatikgetriebe
BMW,X5 xDrive 48V 40d M Sport Steptronic *23Zoll Felgen*,74800.00,04.2023,10000,340,Automatikgetriebe
BMW,220d Gran Coupé xDrive M Sport Steptronic,26890.00,03.2023,127000,190,Automatikgetriebe
BMW,220d xDrive Gran Tourer Steptronic M Sport,16900.00,05.2019,137400,190,Automatikgetriebe
